83,99,94
52,73,24
91,61,86
75,47,77
58,25,6
16,75,90
57,74,43
21,56,37
78,44,80
71,2,74
89,89,35
4,37,22
63,66,41
90,85,41
27,54,49
40,22,98
6,19,65
100,28,64
93,8,25
64,13,50
6,43,20
99,38,78
11,10,77
38,99,36
87,80,7
7,80,7
17,97,100
67,73,47
80,28,88
10,30,83
21,28,81
90,4,11
76,73,38
85,24,17
67,2,72
64,70,71
65,12,95
61,91,85
70,57,60
55,67,18
97,63,5
20,61,17
70,82,10
30,87,9
10,33,14
56,84,22
45,83,7
52,18,42
17,40,71
49,83,42
33,86,29
28,96,14
4,75,53
14,6,57
33,68,91
66,16,72
77,67,97
71,3,2
24,6,59
84,41,91
10,100,32
83,19,66
35,100,95
5,39,39
88,32,49
43,59,90
14,85,37
32,63,43
36,85,78
7,26,8
19,78,7
80,41,40
12,81,56
23,57,7
90,16,61
100,85,22
8,28,80
6,11,32
36,74,21
5,12,78
25,45,51
65,76,45
27,58,2
51,72,52
41,6,36
2,27,75
11,3,54
84,35,98
16,49,60
32,63,13
70,20,60
37,73,73
86,99,63
24,2,5
27,64,26
14,9,43
45,61,79
21,99,71
18,29,95
30,19,23
63,33,100
99,77,43
26,47,95
79,84,79
43,1,96
44,60,29
54,24,17
72,75,75
36,59,39
31,3,20
91,87,76
55,75,3
37,83,56
28,74,52
16,62,7
92,28,79
57,12,20
28,98,46
94,93,33
42,94,93
8,75,56
86,31,89
16,64,43
36,6,42
85,12,27
18,37,77
84,58,73
25,55,83
91,62,29
9,81,8
85,26,76
28,37,18
98,40,36
99,59,56
67,65,96
56,5,63
1,4,53
71,36,37
31,77,64
99,41,51
84,34,96
5,21,94
34,70,28
1,71,7
37,9,8
20,6,22
87,75,41
34,59,61
79,75,24
79,35,47
87,62,66
71,83,54
96,4,48
72,20,27
93,66,22
38,13,44
53,63,67
55,97,71
41,28,93
29,16,73
91,82,51
80,100,99
31,47,87
29,1,17
15,71,94
57,81,92
8,80,74
92,70,15
11,39,46
94,79,33
91,60,19
88,65,39
62,61,64
69,50,36
91,59,95
62,21,36
43,11,8
82,43,9
77,52,90
58,56,47
88,13,79
6,20,15
19,71,31
36,12,49
16,48,35
69,97,22
97,7,12
45,63,19
82,65,100
71,3,63
74,61,73
78,10,62
47,29,40
77,37,13
94,87,60
2,88,22
14,65,4
60,1,32
11,18,9
86,91,7
83,37,18
14,39,51
6,14,92
40,78,74
3,58,26
32,28,93
19,53,24
42,95,41
91,99,13
94,52,96
48,52,87
54,28,36
14,83,52
87,24,10
37,47,25
15,5,37
60,55,60
68,47,24
83,41,100
87,54,62
81,78,3
59,78,32
41,76,81
85,98,29
48,3,68
14,49,64
37,42,6
28,85,4
73,25,68
56,89,91
6,24,68
52,71,87
47,72,70
21,95,100
60,93,24
42,1,48
33,64,5
99,31,8
15,84,65
54,60,28
20,77,41
74,80,11
43,84,20
27,2,93
6,23,11
35,62,14
53,59,55
76,13,83
77,63,71
75,7,90
88,92,69
19,78,45
73,39,29
63,89,66
25,91,22
96,89,36
86,2,76
78,12,66
31,41,64
20,17,27
68,89,36
27,91,96
91,54,54
34,4,25
62,70,88
35,75,37
7,2,67
74,73,28
52,18,20
29,86,23
73,32,95
43,33,10
37,11,79
42,14,40
29,8,37
6,100,70
9,77,44
57,26,77
37,60,44
6,59,51
31,9,47
22,35,56
91,87,38
68,93,23
80,95,17
25,52,13
34,100,18
18,80,80
74,52,50
8,20,3
94,85,30
10,47,94
83,87,94
11,37,29
21,77,21
92,89,60
62,92,82
89,20,69
63,59,48
26,77,29
87,84,57
34,72,87
95,17,5
22,38,6
67,17,26
43,11,62
12,60,72
82,2,48
23,77,14
18,95,18
11,68,25
86,92,30
41,62,62
6,29,41
92,28,45
30,97,79
13,31,33
92,86,43
56,83,34
28,97,65
65,71,60
47,56,40
59,38,94
48,51,44
87,1,7
77,10,1
37,47,65
100,10,69
11,71,3
46,67,59
65,51,11
77,50,30
52,66,99
25,65,10
60,83,4
94,1,96
59,65,81
74,93,79
56,51,71
45,95,20
49,2,65
79,25,3
2,64,31
24,68,80
15,43,96
60,89,12
17,38,64
82,100,18
99,85,68
79,10,84
47,70,41
33,1,38
60,27,7
81,24,81
19,41,27
81,61,45
55,19,87
18,22,49
13,59,53
86,42,92
45,62,12
41,78,55
67,99,100
65,12,41
81,39,67
16,79,78
91,100,71
90,33,2
45,19,79
99,36,52
35,92,17
39,17,36
78,36,13
85,88,16
94,3,68
81,6,94
60,37,44
43,39,16
58,96,99
72,65,55
68,17,33
74,30,9
81,47,23
51,87,19
2,9,52
59,29,52
2,96,99
39,71,91
73,96,32
95,1,53
23,95,5
64,76,99
42,34,26
32,79,56
49,73,41
42,98,68
90,85,63
11,68,61
81,68,48
12,49,75
74,11,78
7,44,62
87,98,70
11,50,38
37,91,1
73,51,2
35,58,6
11,49,2
71,58,17
54,37,45
18,15,44
20,91,99
85,77,61
15,49,57
16,45,55
28,25,99
14,22,92
18,83,89
75,41,35
9,34,77
4,11,21
13,84,55
30,75,15
33,76,2
94,89,28
87,89,20
88,96,28
9,42,8
100,68,60
9,31,4
13,70,46
2,43,29
9,41,79
11,2,53
43,94,29
32,88,68
45,56,49
30,5,41
19,2,88
42,73,76
24,87,78
8,79,35
15,57,46
96,65,80
72,38,67
33,7,5
17,88,54
2,10,36
11,83,54
54,13,51
40,5,76
49,76,62
48,1,14
53,6,14
7,98,14
18,71,68
34,46,49
10,2,80
44,76,62
7,86,81
84,87,32
83,75,71
51,6,97
30,68,48
50,76,98
34,19,14
34,79,67
43,43,61
69,3,60
28,2,11
62,95,57
74,29,4
81,97,91
61,10,20
67,9,8
34,99,61
76,87,13
7,73,18
56,44,21
66,43,7
29,61,94
100,95,23
44,81,30
86,39,43
19,42,35
77,34,8
19,53,20
44,23,32
80,13,1
13,11,15
37,34,100
40,16,25
94,38,27
10,93,4
74,4,1
77,26,60
22,11,39
48,88,64
53,70,76
58,86,74
19,81,43
77,75,11
30,79,93
98,72,1
80,71,19
54,41,35
7,24,55
88,1,63
52,99,36
14,89,55
97,61,29
17,35,30
64,7,81
70,77,36
26,49,75
34,26,8
48,57,13
76,98,37
71,73,50
7,24,90
58,34,12
71,97,70
27,4,26
19,95,91
69,16,6
77,53,43
91,85,33
73,46,56
4,72,75
55,14,96
64,11,20
4,31,56
87,100,66
94,57,13
27,87,42
75,26,78
36,4,66
51,22,13
62,26,26
87,71,66
34,70,48
87,11,69
4,33,80
17,52,94
63,31,34
37,61,92
54,78,68
33,54,57
83,99,92
5,16,60
37,52,23
63,36,41
99,28,89
2,70,74
85,62,55
97,55,83
19,81,4
8,13,64
37,46,73
3,4,28
25,31,8
48,11,46
50,20,32
40,94,15
36,25,95
44,83,95
61,60,50
21,6,9
34,49,25
63,26,63
56,71,94
57,90,71
47,34,4
42,45,1
33,78,11
59,66,3
30,12,20
83,59,48
50,6,96
68,6,76
38,99,5
16,45,52
96,94,100
96,93,30
66,61,28
2,100,32
36,79,29
98,75,91
20,66,46
12,39,98
50,85,81
16,84,10
6,53,73
80,53,26
93,27,66
61,44,74
11,99,55
47,99,28
68,60,1
45,92,60
37,28,27
89,24,64
51,28,63
43,88,44
23,61,3
18,33,8
20,9,8
75,90,41
90,100,20
79,18,70
73,17,77
51,100,29
47,8,63
10,56,78
74,3,3
10,84,44
82,74,51
37,2,100
97,17,51
90,75,79
4,34,34
62,11,81
